title,body,date
秋田駅から徒歩圏内にある観光地の１つ,秋田駅周辺の観光地は限られていますが、千秋公園は徒歩圏内で行くことのできる観光地の１つです。時期になると、桜まつりや、つつじまつりなども開催されるようです。園内には久保田城もありますので、こちらも是非みていきましょう。駅からはレンタサイクルを借りるとアクセスが便利です。私が行ったときは、地元の中学生の運動部が走りまわっていました。「ちあきこうえん」と読んでしまいますが「せんしゅうこうえん」です。,2012-08-01 
一見場所が分からず,角館駅の改札を出て左側すぐに徒歩1分も掛からない所にあり、アクセス抜群です。しかし、ホテルは2階立てで建物自体余り大きくなく、ホテル入り口右に食堂があり、車で行ったこともあり、駅の周りをうろうろしてしまいました。駐車場はホテル裏に9台程停められます。1月に予約したのですが、GW前半、角館が桜の時期にも関わらず朝食付きで二人で1.5万円とお安く泊まれました。,2014-04-01 
白神山地の観光にピッタリ!　全席指定なので指定席券必要ですが、青春18きっぷでも乗れるのが嬉しい!,青森駅⇔白神山地⇔秋田で運行されているイベント列車です。　快速扱いなので、座席はとっても座り心地の良い列車ですが、青春18きっぷや、使用範囲内ならその他のおとくなきっぷも使えます。　ただし、座席指定券が別途必要です。　十二湖駅をはじめとする無人駅だと、座席指定券の発券が出来ないので、事前に手配が必要な場合もあるのでご注意ください!リゾートしらかみ号は、3編成あります。　青池編成(青・ハイブリッド車で1番新しい)、ぶな編成(緑)、くまげら編成(オレンジ)です。　その日によってどの区間をどの編成の列車が走るかは、事前にスケジュールが公開されていますので、それを元にしながら自分が乗りたい列車を選ぶのもなかなか楽しいですね!　時間帯や走行区間限定ではありますが、車内で津軽三味線の生演奏があったり、利き酒のイベントがあったりと、観光客にとってはとっても楽しいイベント列車なので、観光で青森、秋田を訪れた際はとってもオススメの乗り物です!,2013-09-01 
晩秋の田沢湖に立つ,晩秋の田沢湖を訪れる機会がありました。東北の晩秋は、少し寂しさを感じられます。あいにくの曇り空の中、田沢湖を訪れると、空の色がそのまま湖の色となって、灰色の広大な湖面が広がっています。それでも背後には、美しい紅葉が雲の切れ間から差し込む日光に輝き、素敵な景色に見えます。そんな灰色の湖を背に、たつこ像が黄金に輝きます。永遠の若さと美貌を願い、湖神となったたつこ。少しさみしげに感じられるのは、晩秋の暗さのせいでしょうか。田沢湖を１周すると、様々な景色に巡り会えます。ドライブがお勧めです。,2011-11-01 
マイカー規制前に紅葉の回廊を,角館から一般道を通り、八幡平へ。ここは奥羽山脈北部の山群で、岩手県、秋田県にほぼ等面積で広がる楯状火山跡であるそうだ。平地とは打って変わって、素晴らしい紅葉の回廊の中を、途中、渓谷などの見所を見つけては停車することを繰返し、通り抜けた。来週はマイカー規制となるとの事、ラッキー!!!,2012-10-01 
B級グルメ　横手焼きそば,TVでもおなじみの横手焼きそばを求めて「出端屋(いではや)」さんへ。たくさんメニューはあるんですが、ここはやはり王道のグランプリである黒毛和牛焼きそばでしょう。大きめの牛肉の上に半熟目玉焼き。甘系ソースに中太麺ですね。ビールが進みますね～。＾＾でも、ちょっとキャベツ？出汁？・・・水っぽい。。。他にも居酒屋並にメニューがあり、夜も来たいな～って感じでした。GWで、混んでるかなって思いましたが、意外にも17：00-18：00でもすぐに着席できましたよ。,2017-05-01 
懐かしの味と圧倒的なボリュームに価格,秋田駅周辺の高校に通っていた人なら一度は食べたことがあるお弁当だと思います。人気のある唐揚げ弁当はとにかくそのボリュームが魅力的です。またからりと上がった味がついていない唐揚げがまた美味しいです。人によってはソースを追加したり、マヨネーズを追加したり、好みで味を追加していくのも楽しみのひとつです。から揚げの下にはポテト、かまぼこ、いんげん、わかめ入り玉子焼きなども隠れています。この日は唐揚げ山菜弁当を食べましたが、山菜とそぼろの味がまたから揚げの味を引き立てます。何度食べても飽きません！！（しかし、年齢とともにボリュームにはついていけなくなっています。店舗によってはハーフサイズなどもあるようです。）駐車場が1～2台なので混雑時は電話予約していくのがおすすめです。,2014-05-01 
黄金の像と真っ青な湖,ガイドブックで見る田沢湖は真っ青な水の色。本当にこんな色に見えるのかな？と思っていましたが、実際も綺麗な青でした。そこに、黄金色に輝く、たつこ像がまた綺麗に映えていました。神秘的でした。お天気が曇りだったので、晴れていたら、もっと青と金色が輝いていたかもしれませんね。,2015-07-01 
コスパ満足,日帰り入浴もできます。大館駅から２ｋｍ以上の距離なので車利用が便利。町はずれの住宅地に立地しているのでまわりは温泉宿の風情を感じることはできない。施設は古びているがそれは許容範囲。お風呂は広くのんびり入浴できる。夕食も質素だが美味しくいただけた。,2012-10-01 
朝食は６時４５分から,ルートインホテル大曲駅前はＪＲ大曲駅から徒歩２分。駅から地下道を通って、商店街を南方向に行くとすぐ、左手奥にホテルはあります。到着して真っ先に気付いたのが、朝食時間が６時４５分からであること！　他のルートインホテルと同じく６時３０分からだと思い込んで確認しなかった私が悪いのですが、翌朝、急いで朝食をいただいて、６時５７分大曲駅発の列車に乗る予定でいたのに、誤算でした。そんなこともあって部屋で食べる夕食と朝食の買い出しに出かけました。地図によると徒歩３～４分のところにコンビニが３件あるようで、ホテル前の商店街をさらに南方向へ２～３分歩くと、左手（東側）にグランマートという食品中心のスーパーを見つけたので、買い物はここで済ませました。,2014-08-01 
貴重！なまはげ体験,男鹿の風物詩なまはげを、観光客でも体験できる所です。なまはげの実演を秋田の古民家風の建物で体験するのですが、思っていたより、このなまはげ、迫力があってコワいです。小さいお子さんは、泣いちゃったり、すっかり固まってたりしたので、お子さん連れの方は、お子さんの性格によっては、御一考された方が良いかも？です。（笑）大人は、楽しめますよ♪,2010-05-01 
なまはげ館,　　なまはげ伝承館のとなりにあるのが「なまはげ館」で同じなまはげでも、色や仮面の形がちがうので、さまざまな「なまはげ」を展示してあります。　　中央に展示しているなまはげのグループは、今で言えば、なまはげ４８に見えるかもしれません。,2014-09-01 
展望台がたくさんある,観光の中心・休屋地区が青森県内なので、十和田湖と言えば青森県のイメージが強いですが、西半分は秋田県です。発荷峠、滝ノ沢峠、紫明亭など、眺めのいい展望台はほとんどが秋田県側。高速道路のインターチェンジも、一番近いのは秋田県側の小坂ICです。,2014-05-01 
三輪神社 --- 国重文の建物なのに、積雪で近寄れない・・・秋田の冬は本当に侮れません！,　雄勝郡羽後町にある『三輪神社』の光景です。　この神社は、秋田県では珍しい国重文の建造物がいくつかあるので来たのですが・・・御覧のように凄い積雪で、その建造物に近づくことが出来ず、断念！　「雪があっても何とかなるだろう」と舐めていましたが、やっぱり、秋田県でも屈指の豪雪地帯のこの辺り・・・「秋田の冬は侮ってはいけない！」という教訓を得ました。　それにしても『三輪神社』・・・もっとしっかり見たかった！,2013-02-01 
普通の観光船とは違います,激しいイメージを想像していましたが川下りやラフティングと違い、誰でも参加できるというので家族みんなで参加しました。ちょっと寒い日でしたが防寒着をお借りして頂き、更にツアー後はきのこ汁を御馳走になりました。私達家族の最高の思い出になりました。,2014-11-01 
新鮮で良質な比内地鶏,ＪＲ秋田駅西口から西に延びる仲小路商店街通りを約600mほどにあるにぎわい交流館AUに併設しているエリアなかいち一階、県立美術館との間、外に面してあります。秋田名物の新鮮で良質な比内地鶏が頂けるお店で、ランチでは比内地鶏親子丼、比内地鶏きりたんぽ鍋御膳、比内地鶏ラーメンなどが頂ける、美術館や久保田城址等の鑑賞観光後にお勧めです。,2015-05-01 
秋田犬,田沢湖湖畔に有るお店です。お店の奥に秋田犬が三頭居て大きくて圧巻の存在感です。他にかまくらが有ったり秋田っぽさがたっぷりです。稲庭うどんを作っててガラス越しに作業も見ることが出来て楽しいです。色々秋田名物が売ってて便利なお店です。,2017-02-01 
玉川ダムの人造湖,田沢湖から玉川温泉に行く途中にあるダム湖で、紅葉時には、綺麗な風景が見られます。田沢湖と同様に、青っぽい水面です。最近は、熊が多く出ていて、この間、近くを通行した時に、熊が歩いていたのを同僚が発見してました。,2016-08-01 
実演を見られれば・・・,午前の最後の実演（１１:３０）に間に合わず、午後までは待てない（午後１が１３：３０）状態だったので、展示物や資料映像を見ただけとなってしまいました。展示物の数、内容から考えると５００円の入館料は若干高いようにも思えました。実演を見ると＋３００円となるようですが、それを見ていれば印象もだいぶ変わっていたように思います。,2013-06-01 
落葉かりんとうで有名なお店,田沢湖・角館観光の最終日に寄りました。こちらで有名な「落葉かりんとう」を求めました、普通サイズと大きなサイズと2種類あります。せっかくだからと大きいサイズをいただいてきましたが、長さ10センチ以上はあろうかというそれは大きなものでした。黒糖がけでとても品の良い甘さとしっかりとした歯ごたえは好みはわかれると思いますが、食べでのある美味しいものでした。,2013-06-01 
立席特急券,　東北新幹線と田沢湖線・奥羽本線を経由して東京と秋田を直通運転するJR東日本の鉄道路線の通称で、2016年10月８日の土曜日に利用しました。　利用したのは東京９時08分発こまち９号秋田行きで、Ｅ６系という７両編成の新幹線車両が使用されていました。　座席は全て指定席となっていて、３連休初日の午前中の列車の為、席の予約は満席とのことでした。　但し指定席が満席でも、発売数限定で立席特急券なるものが発売されるそうで、立っての乗車で構わなければ乗車券と立席特急券があれば乗車することはできるそうです。　しかしこの立席特急券、東京～盛岡間では席に空席があっても座席の利用はできず、座席を利用する場合、指定席特急料金との差額を支払う必要があるそうです。　そのこともあってか当日のデッキでの立ち客は１両あたり僅か３名程度でした。　ちなみにこの立席特急券、所定の指定席特急料金と比較し、僅か510円しか安くならず、それなのに１時間以上座席を利用出来ないというとても割に合わないシステムです。,2016-10-01 
能代で1番有名なラーメン屋さん,能代に転勤して来る前から名前を聞いていたラーメン屋さん。能代駅から歩いて約10分くらい。住宅街にあり、看板などもなく、民家のようなお店なので、わかりにくいのでしっかり場所を確認してから行くことをオススメします。平日の昼間の時間しか営業していないので、地元の人しか行けないお店かもしれません。並んでいることが多いと聞いていましたが、天気が悪い日だったので、並ばずに入れました。店内に入ると、厨房からすぐのスペースに4つくらいテーブル席があり、奥にもスーペースがあるようでした。厨房に行き醤油ラーメン大盛を注文してからそのテーブル席に相席で座りました。しょうゆ、しお、みその3種類で、普通、中盛、大盛。程なくラーメンが運ばれてきました。柵切りのレモン入りでシンプルなラーメンでしたが、味は最後まで飽きることなく最高でした。みそも美味しそうだったので、次回はみそに挑戦します。,2014-11-01 
ボリュームがすごい,宴会で利用しました。とにかく盛りがいい。食べきれないほどの量だった。刺身は新鮮、カニもプリプリの身が美味しくて、再訪は、あるかな。予約が取りにくいとのことなので、団体利用は、早めの予約が必要とのこと。店内は、女性客が多かった。,2017-03-01 
やっぱり名所！,角館の桜は、何度か見に行っていますが、やはり桜の名所中の名所と言える場所だと思います。趣のある武家屋敷通りと咲き誇る枝垂れ桜・・・。本当に綺麗です。ただひとつ難点なのは、やはり人ごみの多さですね。この時期は、角館に辿り着くまでの道路も大渋滞です。こればっかりは、どうにもなりませんが・・・。お出かけの際は、時間に余裕を持って。,2010-05-01 
渓谷の景色を満喫,宿泊した湯瀬ホテルのすぐ裏にありました。湯瀬ホテルから、八幡平小豆沢の方まで続いており、全長は約４.６kmになるそうです。散策路が整備されています。私は、湯瀬ホテルをスタートし、最後までは行かずに、途中で引き返して湯瀬ホテルに戻りましたが、それでも充分に渓谷の景色を満喫できました。,2015-09-01 
秋田の和菓子屋,　秋田栗は、当店が提供する菓子の1種。　パイ生地の中に、栗が1個丸ごと含んでいる。　ホクホクの栗と、しっとりしたパイ生地がマッチ。　栗は、洋・和に関係なく合うな、と実感。　パイ生地はバターをたっぷり使っているので、ちょっとべた付く。,2012-06-01 
秋田道の駅をめぐる旅（1）青森県と秋田県の県境の道の駅,　今回は秋田へのドライブでした。　青森県と秋田県の境にあるこの道の駅はここに一泊する人にはすごくよいところだと思います。宿泊施設があるこの道の駅（←もともと宿泊施設が先にあったのかな・・・）には温泉もあります。ただ，ただ・・・ドライブなどでただ立ち寄った人には少し物足りない感じもあります。　泊まったことがある知り合いの話では，温泉や宿泊施設はとってもよいそうなので機会があれば利用したいと思います。,2012-07-01 
秋田の夜の繁華街なら・・「川反通り」,秋田にビジネスでも観光でも訪れたときに、夕食（＆お酒）をどこで味わうか迷ってしまうのであれば、秋田駅からはちょっと距離はありますが（私は歩きますが）、様々なお店があるのがここ「川反通り」。秋田の郷土料理を堪能するには、この周辺にはお店がいろいろあります。１泊のみであれば基本的には1店舗だけになってしまいますが、折角の機会なので事前に情報収集してから（できれば予約などして）、秋田の夜を堪能して下さい。ちなみに今回は家族旅行でした。,2013-05-01 
「馬で来て...」で有名な後生掛温泉,標高１０００ｍほどの山の一軒宿で「湯治の宿」だそうだが２００名収容の立派な作り。通年営業でこの日の朝はアスピーテラインが閉鎖中だったがここまでは来られる。日帰り入浴は朝8時から17時まで　５００円。自然湧出、酸性泉。箱蒸風呂が有名だが　泥ぶろがぬるいので他の浴槽に入った後ほっとできる。宿のすぐ隣では泥湯の湯気がもくもく上がっている,2016-05-01 
お土産ならココ。,ＪＲ秋田駅直結のショッピングビルです。お土産屋さんも充実しており、朝早い時間もお土産屋さんだけ開店しているので、電車移動で最後のお土産購入はココがオススメです。また、一階にはおなじみの全国チェーンの店舗が朝から開店しているので、忙しい朝も便利です。,2015-09-01 
2017年３月26日のこまち18号～昼間の時間帯の列車ですが、指定席は満席～,　東京と秋田を東北新幹線・田沢湖線・奥羽本線経由で直通運転する列車で、東北地方への旅行の際は時折利用しています。　そのうち今回は2017年３月26日の日曜日に秋田11時07分発こまち18号東京行きで秋田から東京まで利用した時の話です。　Ｅ６系という７両編成の車両が使用され、普通車の場合、左右ともに２人掛けリクライニングシートとなっています。　指定席の埋まり具合ですが、盛岡までは十分に空席がありましたが、東京までとなると前日の時点では窓側の席は全て埋まり、通路側しか空きがない状態でした。さらに盛岡を発車した12時50分頃には仙台～東京間での空席はなく、満席となっていました。　昼間の時間帯の列車ですが、指定席が埋まりやすいようですので、利用の際は早めの予約、またトイレが気になる方は通路側を選択したほうが無難かと思います。,2017-03-01 
これ以上に合った宿はない。,すでに色んな部屋に宿泊してますが、今回はツインに部屋について記入します。温泉は貸切が2箇所、奥の山から熊でも出てきそうな感じ。でも何度も入ります。料理も最近凝ってきました。元々器も良かったけど、ここ最近リニューアルして、より良くなりました。肝心のお部屋ですが、ツインの部屋は、階段を上がってすぐ、渓流側です。ちなみに4月あたりはあまりオススメしません。何故なら雪解けで水量が多くなり、結構水音がうるさいです。それでも渓流を眺めながらのんびり部屋でくつろぐのは至福のひとときです。,2015-09-01 
紅葉狩り,紅葉を見に抱返り渓谷に行ってみました。駐車場から、一番奥の回顧の滝まで約30分ほど歩きます。アップダウンはほとんどない道中で、思ったより歩きやすかったです。川の水の色がとってもキレイ！対岸の山の色づき始めた紅葉を見ながら、楽しいお散歩になりました。何度か橋を渡るんだけど、結構横揺れして怖かったです。,2016-10-01 
秋田空港に近く、キレイで快適,清潔でキレイなホテルです。部屋は広く、トイレとお風呂が別です。朝食は品数が少ないです。何回か泊まっていますが、メニューに大きな変化がなく、だいたい一緒です。連泊するなら飽きるかもしれません。車がないと不便な立地ですが、秋田空港に近いし、イオンショッピングセンターも近いです。以前は、ホテル内にコンビニが入っていて便利でしたが、なくなり居酒屋になりました。,2015-10-01 
稲庭屋 青柳家店 --- 「角館武家屋敷地区」にあるうどん屋さんです。,　仙北市にある『稲庭屋青柳家店』です。　東北でも屈指の観光地である『角館武家屋敷地区』にある「うどん屋さん」です。ここでは、秋田県の郷土料理である「稲庭うどん」を食べることが出来ます。　で、そのお味はというと・・・その細麺にも関わらず、その強いコシ！本当に「稲庭うどん」を堪能することが出来ました。もちろん、美味しくって、いい味でしたよ。,2013-02-01 
宿泊しながら美味しい食事と温泉を両方楽しむのもまた良し！,「ポルター潟の湯」で温まった後は「ホテルサンルーラル大潟」でランチタイムを。最上階にあるの眺めの良い、和洋ダイニング風車「モーレン」を予約してました。もちろんお料理の評判も悪くありません。１０月のスペシャルランチ。サラダ・スープ・目鯛のポワレ・牛フィレ肉のステーキ・パンまたはライス・デザート・コーヒー。※サラダとスープはセルフサービス。いやぁ～美味しかったです。いつも週末のランチはラーメン屋さんとかだったりですが、たまにはちょっとフレンチも◎～！贅沢なランチタイムでした(*^_^*)「ポルター潟の湯」と同じ源泉の展望風呂もあり。宿泊しながら美味しい食事と温泉を両方楽しむのもまた良し。,2012-10-01 
新緑の武家屋敷通り,角館の武家屋敷通りのシダレザクラは有名です。黒塀が続く景観と美しい桜の競演は素晴らしく、多くの観光客で賑わいます。２年前に訪れた時の感動が忘れられず、再びGWに来てみましたが、今年は開花が１週間も早く、終わりを告げていました。新緑の武家屋敷通りも良いものでした。桜が残っている所もあったので満足しました。,2016-04-01 
種類豊富なコース,忘年会で重蔵に行ってきました。季節柄、なまこや白子、フォアグラのソテーやなべ物などの種類豊富なコース料理でした。サービスでフルーツもついていました。好き嫌いのない方でしたら、いろんな食材を楽しめるのでいいと思います。,2013-12-01 
海の向こうは北朝鮮そんなところの道の駅,　日本初のロケット発射実験場所であり海の向こうに北朝鮮があり、ハングル語で書かれた漂流物がよく上がるらしい、そんな場所の道の駅。　何と言っても日本海の夕日が素晴らしい、驚嘆にあたいする。施設は清潔感がありお店も充実しているし、温泉もある。特筆すべきは防波堤で海釣りができること,2014-08-01 
温泉入りたかったらおすすめです。,駅から徒歩1分の場所にあり便利です。サービスも良く館内のレストラン10%OFFやウェルカムドリンクもありました。レストランの窓はきれいで夜景もよく見えました。（8月3日に宿泊しましたが打ち上げ花火も見えました。）温泉は展望風呂の温度が低く、湯の吹き出し口から遠い所はお湯がぬるかったです。窓が汚れており外の景色が見えないのが残念でした。2Fの温泉はお湯の温度もちょうど良く、気持ち良く入れました。部屋はきれいに掃除がされていたと思います。,2013-08-01 
広々快適,本館のほうは、ロビーで寛ぐ若者達の姿がありましたが、宿泊した別館の方は、物音もなく、静かに滞在できました。全体にゆったりとした作りで、室内は、エントランス、バスルーム、パウダーコーナー(バスルームと別にある洗面台)が広く、天井も高いので、広々と寛げました。ツインにエキストラベッドを入れての利用でしたが、それでもソファーが使えるほど、充分な広さです。バスルームも含め、清掃が行き届いていました。窓のからテラスを越えて、外の庭に降りられるようです。窓の外は池や庭が見渡せました。駐車場から近く、荷物を出し入れしやすいのも助かりました。冷蔵庫はよくあるミニサイズながら、冷凍もできるタイプでした。,2016-08-01 
ダムサイトの下流にある公園,玉川ダムは、田沢湖市街から鹿角方向へ国道３４１号線を車で走って１時間足らずのところにあります。「玉川ダム下流公園」は、ダムサイトの下流にある公園で、ベンチや散策路、多目的広場などが整備された広々した公園です。ダムのすぐ下まで歩いて行けるようになっていて、高さ100メートルの重力式コンクリートダムは下から見上げると驚くほどの大きさで、近くには玉川発電所があります。,2015-10-01 
ふつうのビジネスホテル,ふつうのビジネスホテルですが角館観光スポットのなかにあり武家屋敷通りなどの観光施設は何れも徒歩圏内です。近くには飲食店が数件あり、また1階はスーパーなので食事や買い物には困りません。あと温泉施設（角館温泉）も近くにあります。,2012-08-01 
絶景です。,日本海につきだした男鹿半島の突端にある岬、昔ながらのドライブインが立ち並び、周りにはレストランもちらほらあります。なまはげラインができて昔に比べると格段にアクセスはよくなりましたがそれでもやはり遠いですね。夏の時期、晴れているときの海は最高にきれいです。特に夕暮れ時は最高にいいです。ただし、日没までいるとあたりにはあまり人がいないことが多いのでお気を付け下さい。,2016-07-01 
駅に近く温泉でゆっくりできます。朝ご飯もボリュームたっぷり。ワッフルうまー。夜鳴きそばのサービスあり。,ドーミーインでは岩風呂風＋露天風呂であるのが多いのですが、ビジネスで使用するにはちとお高いのが難点です。しかし、ここ秋田店はリーズナブルです。しかもアクセスよし、岩風呂露天風呂よし、朝食バイキング種類豊富と非常に満足度が高いです。窓からの景色も千秋公園のお堀が見えて、紅葉のときは雰囲気がとても良かったです。普段は東横インなどを選ぶことが多いのですが、秋田では迷わずドーミーインです。そうそうワッフルも忘れないで食してください。あの甘いクリームソースがやみつきでした。夜鳴きそばは時間限定なので忘れずに！さっぱりしてうまいです。近くに、にぎわい交流館、サンマルシェ、アトリオン、秋田市場などあるので時間があったら訪れてみてください。,2013-10-01 
駐車場の真ん中にあります,国道7号線沿い、能代のアクロスというショッピングセンター内にあります。大きな駐車場を囲むように色々なお店が並んでいるのですが、ケンタッキーは駐車場の真ん中という不思議な場所にありました。小規模なお店ですが、週末のお昼時は結構混雑していました。,2013-08-01 
味噌蔵も見ごたえあり,ヤマキュウ秋田味噌と酒の銘柄「太平山」を作っている会社で、車で行ったほうがいい場所にあり、レンガづくりの味噌蔵や酒蔵などがある。蔵を改造して、地域出身の写真家中村征夫さんの写真を展示したブルーホールも併設している。酒蔵は無料だが、ブルーホールは有料である。味噌蔵は必見。,2014-08-01 
絶景！　世界的に有名なカルデラ湖！,朝靄の中、展望所まで歩きました。雲海に覆われていましたが、少しずつ湖面が現れてきました。見下ろす景色の中に大きなワシが舞っていて、自然の豊かさを感じます。十和田湖が形成された状況が特殊だった為、ホテルや商店のエリア、人の生活圏以外は全て険しい絶壁に囲まれていて、岸からだと湖の10％くらいの面積しか見えないそうです。,2016-09-01 
十和田湖畔ではナンバー１です,5回ぐらい宿泊しています。賑わっている休屋地区（青森県）のちょうど対岸（秋田県）に位置する静かな森に囲まれた一軒宿です。おすすめのアクセス道は奥入瀬渓流から子ノ口（ねのくち）を通り休屋で乙女の像（高村光太郎作）などを見てお土産を買い十和田湖を半周（この間の湖の眺めは素晴らしいです）してホテルへ、純和風の旧ロビーは素晴らしくいつも宿泊客の誰かが記念写真を撮っています。大浴場が温泉ではないのが残念ですが清潔で広く露天風呂もあり何故かけっこう温まるいいお風呂です。食事は地のものを使った和洋折衷料理で一品ずつサービスされます、量は若い人には物足りないかもしれませんが味はgoodです。朝食もレストランで同じ席に準備されていますバイキングではなく和食と洋食が選べます私は和食しか食べたことがありませんがとてもおいしいです、部屋は和室が旧館洋室が新館になっていて和室はとても趣のある造りです洋室は新しく清潔感があり3名で予約した時は特別室にグレードアップしてもらいました（いつもそうとは限らないと思いますが）週末は満室の日が多く人手不足なのかサービスが行き届かない事もあるようですので平日に宿泊することをお勧めします。11月後半から年4月下旬頃まで冬季休業です。藤田観光の株主優待券をオークションで300円くらいで購入すれば正規料金の半額で宿泊できます。,2012-11-01 
米代川の景観が美しいです,この駅付近で一番お勧めなのが、駅傍で渡る米代川の景観です。この辺りまで来ると、奥羽本線もかなり内陸を走るようになり、河口の景観ほどは広々とはしていませんが、程々の川幅を維持しつつ、滔々と流れる米代川の風景は、とても気品のある雰囲気で、好天に恵まれたので、青空とのコントラストも最高でした。,2012-10-01 
大正３年築の木造駅舎,大正３年に建築された木造駅舎が建っている男鹿線脇本駅。中には乗車駅証明書発券機が備え付けられており、無人駅となっていました。が、壁には東京や札幌までの運賃やＡ寝台料金を記した表が掲げられています。駅舎を出てみると、タクシーが客待ちをしていました。,2012-07-01 
大館駅前にある定食屋さんですね,大館駅前にある定食屋さんですね。ここも長いですね。30年足らず通っています。ここは量が多いです。にもかかわらず、小鉢もやたらついてきます。昔はうれしかったんですが、今はご飯半分でとお願いしています。メタボなんで。食べ過ぎると飲み過ぎますから。前は2件あったんですが、1件になりました。でもサービスは昔のままです。,2015-07-01 
オーシャンビューを満喫できました,全体として設備が満足できる内容でしたので、宿泊して正解でした。特に部屋からの景観が魅力的で、オーシャンビューを満喫できて嬉しかったです。しかも天気が良い日でしたので、運が良かったと思いました。また料理はセンスのある素材が多くて、食べ応えがありました。,2014-05-01 
藏をそのまま利用した展示室、素晴らしいです！,ここは角館桜皮細工センターが併設となっていて、史料館としての入口は外見からはちょっと判り辛いですが、中に入口があって、江戸末期に建造されたという蔵の内部が展示室となっていて、色々な展示物が楽しめます。入場無料で貴重な展示物が独特の雰囲気で鑑賞できますので、目の保養に最適です。私は3月の訪問でしたので、立派なお雛様の展示にも目を奪われました。,2016-03-01 
秋田駅直結で便利,初めて東横インを日本では利用したが（プサンで利用したことがある。）、ここの内容には満足。駅に直結し、雨にぬれないで移動できる。ただ、東口にはなにもない！朝食の内容にも満足した。客も多かったのだろうが、朝食会場は満員状態だった。コストパフォーマンス文句なし。,2016-05-01 
武家屋敷の街に溶け込んだ駅舎,新幹線が停まる駅としてはこじんまりしている印象ですが、駅舎やロータリーにある観光情報センター、交番などの建物が全て武家屋敷風で「角館に来たんだ」という気持を盛り上げてくれます。駅から武家屋敷地区の入口までは15分程なので、近くの駐車場は桜の時期は観光駐車場に利用されていました。,2009-04-01 
有名なラーメン屋,　秋田市で妙に有名なラーメン屋です。秋田に到着してすぐに訪れました。愛想の悪い店員さんが迎えてくれます。券売機で中華そば（700円）を選び、これをカウンターに置きます。　わりとすぐに現れた中華そば、スープはあっさりしていますが塩辛め、麺はストレート細麺。麺とスープの絡みがいいですね。チャーシューは独特な感じ。ちぎれてスープに浮いています。ネギが入れ放題なので、ネギ好きの僕は大量に入れました。麺を食べた後、スープに浮いたチャーシューとネギを掬って食べるのがいい感じでした。,2015-07-01 
角館に貢献した西宮　藤剛にちなんだ建物,　明治時代、西宮藤剛が当時の角館町の町長を歴任し、町政に貢献した事にちなんで残された建物で、2014７月の函館・東北地方旅行の際に立ち寄りました。　５つの棟の建物が今に残され、そのうち文庫蔵は角館の文化遺産が展示され、西宮家で使用された食器等が展示されていました。また母屋は喫茶店として利用されていました。　なお文庫蔵は入場料無料で観覧出来ます。,2014-07-01 
市内のビジネスホテルにしては広い,秋田市の中心にあり、県庁や市役所にも近くて便利なところにあります。建物は相当年季が入っていますがきれいに管理されていました。ツインの部屋に宿泊しましたが、二人用のテーブルセットなどもあってビジネスホテルとしては広かったです。二人素泊まりで6400円でした。市内中心部なのに駐車場が無料なのもありがたかったです。,2015-10-01 
角館駅から抱返り渓谷までは無料のシャトルバス,抱返り渓谷の紅葉祭の間だけだと思いますが、角館駅から抱返り渓谷までは無料のシャトルバスがあって、それを利用して訪ねました。広い駐車場の一角には地元の食べ物を扱う出店も出ていて、けっこう賑やか。近くにはお店とかはまったくないので、これは助かります。,2016-11-01 
駅前デパート。,ＪＲ秋田駅から徒歩５分くらいの場所にある大手百貨店です。駅の西口を出て中通りにあるため、雨雪に濡れずにたどり着くことができます。地上三階、地下一階の建物で、地下の飲食店街には稲庭うどんで有名な佐藤養助が入っています。,2015-09-01 
群馬の草津の湯と似てる？,泉質がもしかしたら群馬県の草津温泉と似ているかもしれない。個人的には草津温泉は大好きなのでココはお気に入りだ。宿の入り口を入ってかなり奥まったところにある温泉はある。ちょっとした露天風呂もあるが個人的には室内の温泉が落ち着いた。,2010-07-01 
鏡石の帰りにかなえる岩に願い事,御座石神社の案内板に鏡石の帰りにかなえる岩にお願い事をすると叶うと書いてあり、どこにあるのかねといいながら歩いていましたが、行きはまったく気づかずに通り過ぎましたが、きっと帰りには気づくのではないかと言っていたら、帰りにはすぐに分かり、見落とすようなことはなかったです。行かれた方は是非お願い事をしてみてください。感謝を込めて。,2014-09-01 
ぼんでんを神社に奉納するために、これを防ごうとする一団との激しいもみあいがあって、すごい迫力,旭岡山神社は、横手のぼんでん奉納で訪ねました。横手の市内からふもとまでが３キロ、そこから３０分くらいかけてけっこうな山道を登ります。前日に、ぼんでんコンクールを見て、かなり満足していたので、行ってみるまでのことはないだろうと思っていたのですが、地元の人に聞くと、これはぜひ見なさいとぜひ進められて半信半疑で行った次第。汗をかきかき辿り着いて、待つことしばし。ぼんでんを神社に奉納するために、これを防ごうとする一団との激しいもみあいがあって、すごい迫力。次々、神社の本殿に突っ込んでいくのですが、確かに、これは必見だと思いました。,2013-02-01 
風情のある大釜温泉,乳頭温泉郷の泉質は、どこも素晴らしいですが、少しずつ違いがあります。でも、やっぱりこの色合いは、THE温泉って感じです。独特の湯の香りも、癒されます。大きくはありませんが、静かに入浴を楽しめます。もちろん、男女別ですよ（＾－＾）木造校舎を移転したらしく、昔の学校みたいで懐かしさを感じます。自然の中の温泉は癒されますよ。,2011-10-01 
